Показатель	Страна	Год	Индекcы цен
Индекс потребительских цен, 2010 г.=100	Чехия	1991	..
Индекс потребительских цен, 2010 г.=100	Чехия	1992	..
Индекс потребительских цен, 2010 г.=100	Чехия	1993	46.7
Индекс потребительских цен, 2010 г.=100	Чехия	1994	51.3
Индекс потребительских цен, 2010 г.=100	Чехия	1995	56.2
Индекс потребительских цен, 2010 г.=100	Чехия	1996	61.1
Индекс потребительских цен, 2010 г.=100	Чехия	1997	66.3
Индекс потребительских цен, 2010 г.=100	Чехия	1998	73.3
Индекс потребительских цен, 2010 г.=100	Чехия	1999	74.9
Индекс потребительских цен, 2010 г.=100	Чехия	2000	77.8
Индекс потребительских цен, 2010 г.=100	Чехия	2001	81.4
Индекс потребительских цен, 2010 г.=100	Чехия	2002	83.0
Индекс потребительских цен, 2010 г.=100	Чехия	2003	83.1
Индекс потребительских цен, 2010 г.=100	Чехия	2004	85.4
Индекс потребительских цен, 2010 г.=100	Чехия	2005	87.0
Индекс потребительских цен, 2010 г.=100	Чехия	2006	89.2
Индекс потребительских цен, 2010 г.=100	Чехия	2007	91.7
Индекс потребительских цен, 2010 г.=100	Чехия	2008	97.6
Индекс потребительских цен, 2010 г.=100	Чехия	2009	98.6
Индекс потребительских цен, 2010 г.=100	Чехия	2010	100.0
Индекс потребительских цен, 2010 г.=100	Чехия	2011	101.9
Индекс потребительских цен, 2010 г.=100	Чехия	2012	105.3
Индекс потребительских цен, 2010 г.=100	Чехия	2013	106.8
Индекс потребительских цен, 2010 г.=100	Чехия	2014	107.2
Индекс потребительских цен, 2010 г.=100	Чехия	2015	107.5
Индекс потребительских цен, 2010 г.=100	Чехия	2016	108.2
Индекс потребительских цен, 2010 г.=100	Чехия	2017	110.9
Индекс потребительских цен, 2010 г.=100	Чехия	2018	113.2
Индекс потребительских цен, 2010 г.=100	Чехия	2019	116.5
Индекс потребительских цен, 2010 г.=100	Чехия	2020	120.2
Индекс потребительских цен, 2010 г.=100	Чехия	2021	124.8
Индекс потребительских цен, 2010 г.=100	Чехия	2022	143.6
Индекс потребительских цен, 2010 г.=100	Швейцария	1990	75.7
Индекс потребительских цен, 2010 г.=100	Швейцария	1991	80.1
Индекс потребительских цен, 2010 г.=100	Швейцария	1992	83.4
Индекс потребительских цен, 2010 г.=100	Швейцария	1993	86.1
Индекс потребительских цен, 2010 г.=100	Швейцария	1994	86.8
Индекс потребительских цен, 2010 г.=100	Швейцария	1995	88.4
Индекс потребительских цен, 2010 г.=100	Швейцария	1996	89.1
Индекс потребительских цен, 2010 г.=100	Швейцария	1997	89.6
Индекс потребительских цен, 2010 г.=100	Швейцария	1998	89.6
Индекс потребительских цен, 2010 г.=100	Швейцария	1999	90.4
Индекс потребительских цен, 2010 г.=100	Швейцария	2000	91.8
Индекс потребительских цен, 2010 г.=100	Швейцария	2001	92.7
Индекс потребительских цен, 2010 г.=100	Швейцария	2002	93.2
Индекс потребительских цен, 2010 г.=100	Швейцария	2003	93.8
Индекс потребительских цен, 2010 г.=100	Швейцария	2004	94.6
Индекс потребительских цен, 2010 г.=100	Швейцария	2005	95.7
Индекс потребительских цен, 2010 г.=100	Швейцария	2006	96.7
Индекс потребительских цен, 2010 г.=100	Швейцария	2007	97.4
Индекс потребительских цен, 2010 г.=100	Швейцария	2008	99.8
Индекс потребительских цен, 2010 г.=100	Швейцария	2009	99.3
Индекс потребительских цен, 2010 г.=100	Швейцария	2010	100.0
Индекс потребительских цен, 2010 г.=100	Швейцария	2011	100.2
Индекс потребительских цен, 2010 г.=100	Швейцария	2012	99.5
Индекс потребительских цен, 2010 г.=100	Швейцария	2013	99.3
Индекс потребительских цен, 2010 г.=100	Швейцария	2014	99.3
Индекс потребительских цен, 2010 г.=100	Швейцария	2015	98.2
Индекс потребительских цен, 2010 г.=100	Швейцария	2016	97.7
Индекс потребительских цен, 2010 г.=100	Швейцария	2017	98.3
Индекс потребительских цен, 2010 г.=100	Швейцария	2018	99.2
Индекс потребительских цен, 2010 г.=100	Швейцария	2019	99.6
Индекс потребительских цен, 2010 г.=100	Швейцария	2020	98.8
Индекс потребительских цен, 2010 г.=100	Швейцария	2021	99.4
Индекс потребительских цен, 2010 г.=100	Швейцария	2022	102.2
Индекс потребительских цен, 2010 г.=100	Швеция	1990	68.7
Индекс потребительских цен, 2010 г.=100	Швеция	1991	75.1
Индекс потребительских цен, 2010 г.=100	Швеция	1992	76.8
Индекс потребительских цен, 2010 г.=100	Швеция	1993	80.4
Индекс потребительских цен, 2010 г.=100	Швеция	1994	82.2
Индекс потребительских цен, 2010 г.=100	Швеция	1995	84.2
Индекс потребительских цен, 2010 г.=100	Швеция	1996	84.6
Индекс потребительских цен, 2010 г.=100	Швеция	1997	85.1
Индекс потребительских цен, 2010 г.=100	Швеция	1998	85.0
Индекс потребительских цен, 2010 г.=100	Швеция	1999	85.3
Индекс потребительских цен, 2010 г.=100	Швеция	2000	86.2
Индекс потребительских цен, 2010 г.=100	Швеция	2001	88.3
Индекс потребительских цен, 2010 г.=100	Швеция	2002	90.2
Индекс потребительских цен, 2010 г.=100	Швеция	2003	91.9
Индекс потребительских цен, 2010 г.=100	Швеция	2004	92.3
Индекс потребительских цен, 2010 г.=100	Швеция	2005	92.7
Индекс потребительских цен, 2010 г.=100	Швеция	2006	94.0
Индекс потребительских цен, 2010 г.=100	Швеция	2007	96.0
Индекс потребительских цен, 2010 г.=100	Швеция	2008	99.4
Индекс потребительских цен, 2010 г.=100	Швеция	2009	98.9
Индекс потребительских цен, 2010 г.=100	Швеция	2010	100.0
Индекс потребительских цен, 2010 г.=100	Швеция	2011	103.0
Индекс потребительских цен, 2010 г.=100	Швеция	2012	103.9
Индекс потребительских цен, 2010 г.=100	Швеция	2013	103.8
Индекс потребительских цен, 2010 г.=100	Швеция	2014	103.6
Индекс потребительских цен, 2010 г.=100	Швеция	2015	103.6
Индекс потребительских цен, 2010 г.=100	Швеция	2016	104.6
Индекс потребительских цен, 2010 г.=100	Швеция	2017	106.5
Индекс потребительских цен, 2010 г.=100	Швеция	2018	108.6
Индекс потребительских цен, 2010 г.=100	Швеция	2019	110.5
Индекс потребительских цен, 2010 г.=100	Швеция	2020	111.1
Индекс потребительских цен, 2010 г.=100	Швеция	2021	113.5
Индекс потребительских цен, 2010 г.=100	Швеция	2022	123.0
Индекс потребительских цен, 2010 г.=100	Эстония	1990	..
Индекс потребительских цен, 2010 г.=100	Эстония	1991	..
Индекс потребительских цен, 2010 г.=100	Эстония	1992	11.6
Индекс потребительских цен, 2010 г.=100	Эстония	1993	22.1
Индекс потребительских цен, 2010 г.=100	Эстония	1994	32.6
Индекс потребительских цен, 2010 г.=100	Эстония	1995	42.0
Индекс потребительских цен, 2010 г.=100	Эстония	1996	51.7
Индекс потребительских цен, 2010 г.=100	Эстония	1997	57.2
Индекс потребительских цен, 2010 г.=100	Эстония	1998	61.8
Индекс потребительских цен, 2010 г.=100	Эстония	1999	63.9
Индекс потребительских цен, 2010 г.=100	Эстония	2000	66.4
Индекс потребительских цен, 2010 г.=100	Эстония	2001	70.3
Индекс потребительских цен, 2010 г.=100	Эстония	2002	72.8
Индекс потребительских цен, 2010 г.=100	Эстония	2003	73.8
Индекс потребительских цен, 2010 г.=100	Эстония	2004	76.0
Индекс потребительских цен, 2010 г.=100	Эстония	2005	79.1
Индекс потребительских цен, 2010 г.=100	Эстония	2006	82.6
Индекс потребительских цен, 2010 г.=100	Эстония	2007	88.1
Индекс потребительских цен, 2010 г.=100	Эстония	2008	97.2
Индекс потребительских цен, 2010 г.=100	Эстония	2009	97.1
Индекс потребительских цен, 2010 г.=100	Эстония	2010	100.0
Индекс потребительских цен, 2010 г.=100	Эстония	2011	105.0
Индекс потребительских цен, 2010 г.=100	Эстония	2012	109.1
Индекс потребительских цен, 2010 г.=100	Эстония	2013	112.1
Индекс потребительских цен, 2010 г.=100	Эстония	2014	112.0
Индекс потребительских цен, 2010 г.=100	Эстония	2015	111.5
Индекс потребительских цен, 2010 г.=100	Эстония	2016	111.6
Индекс потребительских цен, 2010 г.=100	Эстония	2017	115.5
Индекс потребительских цен, 2010 г.=100	Эстония	2018	119.4
Индекс потребительских цен, 2010 г.=100	Эстония	2019	122.1
Индекс потребительских цен, 2010 г.=100	Эстония	2020	121.6
Индекс потребительских цен, 2010 г.=100	Эстония	2021	127.3
Индекс потребительских цен, 2010 г.=100	Эстония	2022	151.9
